,Product name in Flipkart,Retail Price in Flipkart,Discounted price in Flipkart,Product name in Amazon,Retail Price in Amazon,Discounted price in Amazon
9980,Fullcutdiamond FCDR8260R Yellow Gold Diamond 18K Yellow Gold 18 K Ring,42964.0,30075.0,Fullcutdiamond FCDR8260R Yellow Gold Diamond 18K Yellow Gold 18 K Ring,42945,34577
9981,Enthopia Back Cover for iPad,2895.0,1499.0,Enthopia Back Cover for iPad,2884,1787
9982,Radiant Bay Studded Square White Gold Diamond 18 K Ring,40983.0,32786.0,Radiant Bay Studded Square White Gold Diamond 18 K Ring,40974,38496
9983,DailyObjects Back Cover for Apple iPad 2/3/4,1999.0,1685.0,DailyObjects Back Cover for Apple iPad 2/3/4,1995,1948
9984,Karatcraft Ravishing Embrace Yellow Gold Diamond 18 K Ring,41807.0,29807.0,Karatcraft Ravishing Embrace Yellow Gold Diamond 18 K Ring,41794,33256
9985,DailyObjects Back Cover for Apple iPad 2/3/4,1999.0,1685.0,DailyObjects Back Cover for Apple iPad 2/3/4,1991,1950
9986,Rakam Gold Diamond Yellow Gold 18 K Ring,34875.0,29643.0,Rakam Gold Diamond Yellow Gold 18 K Ring,34858,36096
9987,DailyObjects Back Cover for Apple iPad Mini/Retina Display,1999.0,1685.0,DailyObjects Back Cover for Apple iPad Mini/Retina Display,1990,1962
9988,Jewelhub 18K Hallmarked Certified Diamond Gold 18 K Ring,35977.0,26983.0,Jewelhub 18K Hallmarked Certified Diamond Gold 18 K Ring,35969,33951
9989,"Enthopia Back Cover for iPad Air, iPad 5",2895.0,1499.0,"Enthopia Back Cover for iPad Air, iPad 5",2886,1882
9990,Radiant Bay Drizzle White Gold Diamond 14 K Ring,44187.0,35350.0,Radiant Bay Drizzle White Gold Diamond 14 K Ring,44185,45123
9991,JacknJewel Felicity Diamond Stone Gold 18K Yellow Gold 18 K Ring,37440.0,26000.0,JacknJewel Felicity Diamond Stone Gold 18K Yellow Gold 18 K Ring,37422,33664
9992,"DailyObjects Back Cover for Apple iPad 2, 3, 4",1999.0,1685.0,"DailyObjects Back Cover for Apple iPad 2, 3, 4",1998,2167
9993,Karatcraft Platzi Yellow Gold Diamond 18 K Ring,41939.0,31280.0,Karatcraft Platzi Yellow Gold Diamond 18 K Ring,41922,37839
9994,DailyObjects Back Cover for Apple iPad Mini/Retina Display,1999.0,1685.0,DailyObjects Back Cover for Apple iPad Mini/Retina Display,1990,1962
9995,Amazing India Designer Showpiece  -  15 cm,999.0,699.0,Amazing India Designer Showpiece  -  15 cm,998,777
9996,"DailyObjects Back Cover for Apple iPad 2, 3, 4",1999.0,1685.0,"DailyObjects Back Cover for Apple iPad 2, 3, 4",1995,2056
9997,Karatcraft Risena Gold Diamond 18 K Ring,33651.0,25982.0,Karatcraft Risena Gold Diamond 18 K Ring,33635,31049
9998,DailyObjects Back Cover for Apple iPad Mini/Retina Display,1999.0,1685.0,DailyObjects Back Cover for Apple iPad Mini/Retina Display,1987,2059
9999,Karatcraft Scalaria Yellow Gold Diamond 18 K Ring,38636.0,26675.0,Karatcraft Scalaria Yellow Gold Diamond 18 K Ring,38635,34016
10000,DailyObjects Back Cover for Apple iPad 2/3/4,1999.0,1685.0,DailyObjects Back Cover for Apple iPad 2/3/4,1995,1948
10001,Rakam Gold Diamond 18K White Gold 18 K Ring,37375.0,31768.0,Rakam Gold Diamond 18K White Gold 18 K Ring,37367,38880
10002,Radiant Bay Stone Show Yellow Gold Diamond 14 K Ring,31533.0,25226.0,Radiant Bay Stone Show Yellow Gold Diamond 14 K Ring,31523,32002
10003,Karatcraft Scalaria Yellow Gold Diamond 18 K Ring,41721.0,30184.0,Karatcraft Scalaria Yellow Gold Diamond 18 K Ring,41717,34583
10004,Flazee Home Trends Beige 144.78 cm Table Runner,1299.0,399.0,Flazee Home Trends Beige 144.78 cm Table Runner,1281,473
10005,Ratnam Gold Diamond 18 K Ring,49999.0,43950.0,Ratnam Gold Diamond 18 K Ring,49986,52347
10006,"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",2895.0,1699.0,"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",2887,1874
10007,"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",2895.0,1699.0,"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",2887,1874
10008,Karatcraft Twinoh Gold Diamond 18 K Ring,42304.0,29850.0,Karatcraft Twinoh Gold Diamond 18 K Ring,42302,34038
10009,"Enthopia Flip Cover for iPad 2, iPad 3, iPad 4",2895.0,2000.0,"Enthopia Flip Cover for iPad 2, iPad 3, iPad 4",2893,2405
10010,Karatcraft Escala Yellow Gold Diamond 18 K Ring,41850.0,29988.0,Karatcraft Escala Yellow Gold Diamond 18 K Ring,41847,34990
10011,Rakam Gold Diamond 18 K Ring,33499.0,28499.0,Rakam Gold Diamond 18 K Ring,33490,31745
10012,"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",2895.0,1699.0,"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",2884,2015
10013,Radiant Bay Deluxe Solitaire White Gold Diamond 18 K Ring,35062.0,28050.0,Radiant Bay Deluxe Solitaire White Gold Diamond 18 K Ring,35049,33360
10014,DailyObjects Back Cover for Apple iPad Mini/Retina Display,1999.0,1685.0,DailyObjects Back Cover for Apple iPad Mini/Retina Display,1995,2014
10015,Caratcents Gold Diamond Yellow Gold 18 K Ring,49930.0,34452.0,Caratcents Gold Diamond Yellow Gold 18 K Ring,49928,39549
10016,DailyObjects Back Cover for Apple iPad Mini/Retina Display,1999.0,1685.0,DailyObjects Back Cover for Apple iPad Mini/Retina Display,1981,1868
10017,BlueStone The Mokya White Gold Diamond 18 K Ring,49613.0,35465.0,BlueStone The Mokya White Gold Diamond 18 K Ring,49606,45326
10018,Shashvat Jewels Yellow Gold Diamond 9 K Ring,34829.0,27515.0,Shashvat Jewels Yellow Gold Diamond 9 K Ring,34822,30651
10019,Karatcraft Platzi Yellow Gold Diamond 18 K Ring,40682.0,30416.0,Karatcraft Platzi Yellow Gold Diamond 18 K Ring,40677,37391
10020,Craftartz Buddha Brass Idol Dhyan Mudra Showpiece  -  14 cm,1499.0,999.0,Craftartz Buddha Brass Idol Dhyan Mudra Showpiece  -  14 cm,1486,1123
10021,DailyObjects Back Cover for Apple iPad 2/3/4,1999.0,1685.0,DailyObjects Back Cover for Apple iPad 2/3/4,1998,2152
10022,Radiant Bay Classic Solitaire White Gold Diamond 14 K Ring,38455.0,30764.0,Radiant Bay Classic Solitaire White Gold Diamond 14 K Ring,38441,37174
10023,Radiant Bay Brilliant Knot White Gold Diamond 18 K Ring,39475.0,31580.0,Radiant Bay Brilliant Knot White Gold Diamond 18 K Ring,39468,38925
10024,DailyObjects Back Cover for Apple iPad 2/3/4,1999.0,1685.0,DailyObjects Back Cover for Apple iPad 2/3/4,1995,1948
10025,DailyObjects Back Cover for Apple iPad Mini/Retina Display,1999.0,1685.0,DailyObjects Back Cover for Apple iPad Mini/Retina Display,1991,2116
10026,Karatcraft Esperanza Yellow Gold Diamond 18 K Ring,39638.0,27470.0,Karatcraft Esperanza Yellow Gold Diamond 18 K Ring,39636,31164
10027,DailyObjects Back Cover for Apple iPad Mini/Retina Display,1999.0,1685.0,DailyObjects Back Cover for Apple iPad Mini/Retina Display,1991,2091
10028,Karatcraft Lyncis Yellow Gold Diamond 18 K Ring,36124.0,25460.0,Karatcraft Lyncis Yellow Gold Diamond 18 K Ring,36122,29280
10029,"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",2895.0,1699.0,"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",2887,1874
10030,Karatcraft Lilac Gold Diamond 18 K Ring,45696.0,32640.0,Karatcraft Lilac Gold Diamond 18 K Ring,45682,39500
10031,HoA Baby Nappy Set of 6 - Plain Pure Cotton - Assorted,399.0,199.0,HoA Baby Nappy Set of 6 - Plain Pure Cotton - Assorted,390,232
10032,"Enthopia Back Cover for iPad Air, iPad 5",2895.0,1499.0,"Enthopia Back Cover for iPad Air, iPad 5",2886,1882
10033,BlueStone The Ema Yellow Gold Diamond 18 K Ring,35350.0,27616.0,BlueStone The Ema Yellow Gold Diamond 18 K Ring,35347,33197
10034,Karatcraft Collatio Yellow Gold Diamond 18 K Ring,39955.0,29988.0,Karatcraft Collatio Yellow Gold Diamond 18 K Ring,39938,33684
10035,DFR Ethnic Diva Lac Jewel Set,650.0,550.0,DFR Ethnic Diva Lac Jewel Set,644,655
10036,BlueStone Soar Free Yellow Gold Diamond 14 K Ring,35999.0,27401.0,BlueStone Soar Free Yellow Gold Diamond 14 K Ring,35982,35621
10037,Fullcutdiamond FCDR8274R Yellow Gold Diamond 18K Yellow Gold 18 K Ring,40854.0,28598.0,Fullcutdiamond FCDR8274R Yellow Gold Diamond 18K Yellow Gold 18 K Ring,40853,33114
10038,BMS Lifestyle Book Cover for iPad Mini 2,1600.0,1099.0,BMS Lifestyle Book Cover for iPad Mini 2,1590,1236
10039,Radiant Bay Solitaire Charmer Yellow Gold Diamond 18 K Ring,43321.0,34657.0,Radiant Bay Solitaire Charmer Yellow Gold Diamond 18 K Ring,43309,44662
10040,"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",2895.0,1699.0,"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",2884,2015
10041,Karatcraft Petunia Set Yellow Gold Diamond 18 K Ring,42404.0,31600.0,Karatcraft Petunia Set Yellow Gold Diamond 18 K Ring,42393,34883
10042,"Enthopia Flip Cover for iPad 2, iPad 3, iPad 4",2895.0,1499.0,"Enthopia Flip Cover for iPad 2, iPad 3, iPad 4",2893,2470
10043,Karatcraft Starry Night White Gold Diamond 18 K Ring,39313.0,27893.0,Karatcraft Starry Night White Gold Diamond 18 K Ring,39307,31550
10044,Enthopia Back Cover for iPad Air,2895.0,1895.0,Enthopia Back Cover for iPad Air,2880,2188
10045,H-Cart Durga Maa Showpiece  -  13 cm,1200.0,800.0,H-Cart Durga Maa Showpiece  -  13 cm,1198,914
10046,Radiant Bay Ribbon Ripples Yellow Gold Diamond 18 K Ring,38182.0,30546.0,Radiant Bay Ribbon Ripples Yellow Gold Diamond 18 K Ring,38178,39161
10047,Shashvat Jewels White Gold Diamond 9 K Ring,33871.0,26759.0,Shashvat Jewels White Gold Diamond 9 K Ring,33860,32688
10048,DailyObjects Back Cover for Apple iPad 2/3/4,1999.0,1685.0,DailyObjects Back Cover for Apple iPad 2/3/4,1995,1948
10049,BlueStone The Tahira White Gold Diamond 18 K Ring,37418.0,28543.0,BlueStone The Tahira White Gold Diamond 18 K Ring,37403,35720
10050,Rock Flip Cover for Tab S 8.4,1499.0,1369.0,Rock Flip Cover for Tab S 8.4,1491,1546
10051,BlueStone The Masterstroke White Gold Diamond 14 K Ring,45563.0,33763.0,BlueStone The Masterstroke White Gold Diamond 14 K Ring,45562,39366
10052,"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",2895.0,1699.0,"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",2890,1953
10053,"Enthopia Flip Cover for iPad 2, iPad 3, iPad 4",2895.0,1499.0,"Enthopia Flip Cover for iPad 2, iPad 3, iPad 4",2893,1770
10054,Karatcraft Scalaria Yellow Gold Diamond 18 K Ring,42601.0,32069.0,Karatcraft Scalaria Yellow Gold Diamond 18 K Ring,42588,38205
10055,Karatcraft Intima Yellow Gold Diamond 18 K Ring,34878.0,25293.0,Karatcraft Intima Yellow Gold Diamond 18 K Ring,34876,30596
10056,Enthopia Back Cover for iPad,2895.0,1499.0,Enthopia Back Cover for iPad,2894,1766
10057,SnowFox Multicolor 147.32 cm Table Runner,499.0,297.0,SnowFox Multicolor 147.32 cm Table Runner,480,348
10058,"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",2895.0,1699.0,"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",2887,1874
10059,Karatcraft Lyncis Yellow Gold Diamond 18 K Ring,43215.0,30611.0,Karatcraft Lyncis Yellow Gold Diamond 18 K Ring,43203,35091
10060,Jewels5 Makale Yellow Gold Diamond 18 K Ring,43153.0,30475.0,Jewels5 Makale Yellow Gold Diamond 18 K Ring,43144,38793
10061,"Enthopia Back Cover for Ipad Air, Ipad 5",2895.0,1499.0,"Enthopia Back Cover for Ipad Air, Ipad 5",2888,2359
10062,Voylla Alloy Jewel Set,979.0,783.0,Voylla Alloy Jewel Set,973,928
10063,"Enthopia Back Cover for iPad 2, iPad 3, iPad 4",2895.0,1499.0,"Enthopia Back Cover for iPad 2, iPad 3, iPad 4",2876,1888
10064,Karatcraft Zetra Yellow Gold Diamond 18 K Ring,38840.0,28110.0,Karatcraft Zetra Yellow Gold Diamond 18 K Ring,38820,34872
10065,Karatcraft Platzi Yellow Gold Diamond 18 K Ring,42271.0,32048.0,Karatcraft Platzi Yellow Gold Diamond 18 K Ring,42256,40030
10066,DailyObjects Back Cover for Apple iPad 2/3/4,1999.0,1685.0,DailyObjects Back Cover for Apple iPad 2/3/4,1991,1948
10067,Shashvat Jewels Yellow Gold Diamond 14 K Ring,49115.0,38801.0,Shashvat Jewels Yellow Gold Diamond 14 K Ring,49104,48646
10068,"Enthopia Back Cover for iPad 2, iPad 3, iPad 4",2895.0,1499.0,"Enthopia Back Cover for iPad 2, iPad 3, iPad 4",2876,1888
10069,Karatcraft Dilectus Yellow Gold Diamond 18 K Ring,38243.0,27356.0,Karatcraft Dilectus Yellow Gold Diamond 18 K Ring,38230,30244
10070,DailyObjects Back Cover for Apple iPad 2/3/4,1999.0,1685.0,DailyObjects Back Cover for Apple iPad 2/3/4,1995,1948
10071,"Rakam Gold Emerald, Diamond Yellow Gold 14 K Ring",32375.0,27518.0,"Rakam Gold Emerald, Diamond Yellow Gold 14 K Ring",32367,31622
10072,"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",2895.0,1699.0,"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",2885,2101
10073,Fullcutdiamond FCDR1829R Yellow Gold Diamond 18K Yellow Gold 18 K Ring,40706.0,28495.0,Fullcutdiamond FCDR1829R Yellow Gold Diamond 18K Yellow Gold 18 K Ring,40688,36074
10074,Radiant Bay Hearty Yellow Gold Diamond 18 K Ring,34447.0,27558.0,Radiant Bay Hearty Yellow Gold Diamond 18 K Ring,34443,32143
10075,DailyObjects Back Cover for Apple iPad Mini/Retina Display,1999.0,1685.0,DailyObjects Back Cover for Apple iPad Mini/Retina Display,1990,1962
10076,BlueStone Kshitija Yellow Gold Diamond 18 K Ring,37492.0,28294.0,BlueStone Kshitija Yellow Gold Diamond 18 K Ring,37477,35462
10077,Kemei Body Groomer KM-30005 Trimmer For Men,899.0,349.0,Kemei Body Groomer KM-30005 Trimmer For Men,892,407
10078,"Diti Jewellery Platinum, Gold 18 K Ring",43400.0,32550.0,"Diti Jewellery Platinum, Gold 18 K Ring",43384,38083
10079,BlueStone The Myrah Yellow Gold Diamond 18 K Ring,47536.0,33024.0,BlueStone The Myrah Yellow Gold Diamond 18 K Ring,47521,42804
10080,DailyObjects Back Cover for Apple iPad 2/3/4,1999.0,1685.0,DailyObjects Back Cover for Apple iPad 2/3/4,1998,2152
10081,Karatcraft Decoro Yellow Gold Diamond 18 K Ring,35995.0,25853.0,Karatcraft Decoro Yellow Gold Diamond 18 K Ring,35987,30730
10082,Empire Flip Cover for Samsung Galaxy Tab 4 8.0 Lte,2477.0,1632.0,Empire Flip Cover for Samsung Galaxy Tab 4 8.0 Lte,2467,1901
10083,Karatcraft Petunia Set Yellow Gold Diamond 18 K Ring,42755.0,32400.0,Karatcraft Petunia Set Yellow Gold Diamond 18 K Ring,42738,37470
10084,Karatcraft Gemma Yellow Gold Diamond 18 K Ring,35385.0,25634.0,Karatcraft Gemma Yellow Gold Diamond 18 K Ring,35379,29123
10085,DailyObjects Back Cover for Apple iPad 2/3/4,1999.0,1685.0,DailyObjects Back Cover for Apple iPad 2/3/4,1995,1948
10086,BlueStone The Sylka Yellow Gold Diamond 18 K Ring,37488.0,26770.0,BlueStone The Sylka Yellow Gold Diamond 18 K Ring,37483,31312
10087,Capdase Flip Cover for Apple iPad Mini / iPad Mini Retina Display,2199.0,1099.0,Capdase Flip Cover for Apple iPad Mini / iPad Mini Retina Display,2193,1225
10088,Karatcraft Lyncis Yellow Gold Diamond 18 K Ring,41629.0,29459.0,Karatcraft Lyncis Yellow Gold Diamond 18 K Ring,41610,36746
10089,DailyObjects Back Cover for Apple iPad Mini/Retina Display,1999.0,1685.0,DailyObjects Back Cover for Apple iPad Mini/Retina Display,1981,2118
10090,Radiant Bay Charismatic White Gold Diamond 14 K Ring,36811.0,29449.0,Radiant Bay Charismatic White Gold Diamond 14 K Ring,36798,36789
10091,DailyObjects Back Cover for Apple iPad Mini/Retina Display,1999.0,1685.0,DailyObjects Back Cover for Apple iPad Mini/Retina Display,1981,1868
10092,Jewelshingar Brass Jewel Set,1114.0,995.0,Jewelshingar Brass Jewel Set,1098,1220
10093,Karatcraft Princess crown Yellow Gold Diamond 18 K Ring,39730.0,29385.0,Karatcraft Princess crown Yellow Gold Diamond 18 K Ring,39720,36354
10094,DailyObjects Back Cover for Apple iPad Mini/Retina Display,1999.0,1685.0,DailyObjects Back Cover for Apple iPad Mini/Retina Display,1981,2118
10095,"BlueStone The Bougainvillea White Gold Sapphire, Diamond 18 K Ring",44504.0,35529.0,"BlueStone The Bougainvillea White Gold Sapphire, Diamond 18 K Ring",44498,43287
10096,DailyObjects Back Cover for Apple iPad 2/3/4,1999.0,1685.0,DailyObjects Back Cover for Apple iPad 2/3/4,1991,1948
10097,Karatcraft Golden Ribbon Yellow Gold Diamond 18 K Ring,35685.0,25612.0,Karatcraft Golden Ribbon Yellow Gold Diamond 18 K Ring,35672,32236
10098,DailyObjects Back Cover for Apple iPad Mini/Retina Display,1999.0,1685.0,DailyObjects Back Cover for Apple iPad Mini/Retina Display,1991,2116
10099,Gift Studios Ganesha Stone Showpiece  -  17.6 cm,1290.0,699.0,Gift Studios Ganesha Stone Showpiece  -  17.6 cm,1273,885
10100,BlueStone The Tranquil Journey White Gold Diamond 18 K Ring,35000.0,25371.0,BlueStone The Tranquil Journey White Gold Diamond 18 K Ring,34991,28247
10101,"DailyObjects Back Cover for Apple iPad 2, 3, 4",1999.0,1685.0,"DailyObjects Back Cover for Apple iPad 2, 3, 4",1992,1993
10102,Karatcraft Vina Yellow Gold Diamond 18 K Ring,41427.0,30928.0,Karatcraft Vina Yellow Gold Diamond 18 K Ring,41412,34598
10103,BlueStone The Aahna Yellow Gold Diamond 14 K Ring,41091.0,29226.0,BlueStone The Aahna Yellow Gold Diamond 14 K Ring,41071,34230
10104,"BlueStone The Suneha Yellow Gold Diamond, Ruby 14 K Ring",38106.0,27460.0,"BlueStone The Suneha Yellow Gold Diamond, Ruby 14 K Ring",38087,31762
10105,Agaro Hair and Beard MT-5099 Trimmer For Men,1295.0,799.0,Agaro Hair and Beard MT-5099 Trimmer For Men,1286,936
10106,"Enthopia Back Cover for iPad 2, iPad 3, iPad 4",2895.0,1499.0,"Enthopia Back Cover for iPad 2, iPad 3, iPad 4",2876,1888
10107,Radiant Bay Floral Fusion Yellow Gold Diamond 18 K Ring,35158.0,28126.0,Radiant Bay Floral Fusion Yellow Gold Diamond 18 K Ring,35157,35468
10108,Radiant Bay Floral Fusion White Gold Diamond 18 K Ring,35158.0,28126.0,Radiant Bay Floral Fusion White Gold Diamond 18 K Ring,35145,35089
10109,"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",2895.0,1699.0,"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",2887,1874
10110,Karatcraft Raciel Gold Diamond 18 K Ring,32801.0,25270.0,Karatcraft Raciel Gold Diamond 18 K Ring,32788,32171
10111,DailyObjects Back Cover for Apple iPad 2/3/4,1999.0,1685.0,DailyObjects Back Cover for Apple iPad 2/3/4,1998,2152
10112,Radiant Bay Brilliant Knot Yellow Gold Diamond 14 K Ring,32479.0,25983.0,Radiant Bay Brilliant Knot Yellow Gold Diamond 14 K Ring,32459,30018
10113,Dicapac Grip Back Cover for Galaxy Note,1490.0,1350.0,Dicapac Grip Back Cover for Galaxy Note,1471,1516
10114,Radiant Bay Classic Solitaire White Gold Diamond 18 K Ring,33335.0,26668.0,Radiant Bay Classic Solitaire White Gold Diamond 18 K Ring,33326,30318
10115,Dhrohar Red 72 cm Table Runner,299.0,299.0,Dhrohar Red 72 cm Table Runner,289,351
10116,"Enthopia Back Cover for iPad 2, iPad 3, iPad 4",2895.0,1499.0,"Enthopia Back Cover for iPad 2, iPad 3, iPad 4",2876,1888
10117,"BlueStone The Kalakriti Yellow Gold Diamond, Emerald 14 K Ring",36310.0,27392.0,"BlueStone The Kalakriti Yellow Gold Diamond, Emerald 14 K Ring",36293,31901
10118,"DailyObjects Back Cover for Apple iPad 2, 3, 4",1999.0,1685.0,"DailyObjects Back Cover for Apple iPad 2, 3, 4",1992,2123
10119,"BlueStone The Yorsh White Gold Aquamarine, Diamond 14 K Ring",49736.0,39204.0,"BlueStone The Yorsh White Gold Aquamarine, Diamond 14 K Ring",49727,44720
10120,"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",2895.0,1699.0,"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",2887,1874
10121,BlueStone Helix Lattice Yellow Gold Diamond 14 K Ring,39507.0,28361.0,BlueStone Helix Lattice Yellow Gold Diamond 14 K Ring,39500,36483
10122,Rakam Gold Diamond 18K White Gold 18 K Ring,43625.0,37081.0,Rakam Gold Diamond 18K White Gold 18 K Ring,43618,41421
10123,BlueStone The Aleysia Gold Diamond 18 K Ring,33678.0,25008.0,BlueStone The Aleysia Gold Diamond 18 K Ring,33660,31834
10124,Voylla Orange And White Colored With Pacchi Work Alloy Jewel Set,820.0,795.0,Voylla Orange And White Colored With Pacchi Work Alloy Jewel Set,810,944
10125,Radiant Bay Statusque White Gold Diamond 14 K Ring,34086.0,27269.0,Radiant Bay Statusque White Gold Diamond 14 K Ring,34078,30007
10126,"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",2895.0,1699.0,"Enthopia Back Cover for iPad Mini, iPad Mini 2, iPad Mini Retina",2890,1953
10127,BlueStone The Carol White Gold Diamond 18 K Ring,38736.0,30294.0,BlueStone The Carol White Gold Diamond 18 K Ring,38726,33881
10128,BlueStone The Masterstroke White Gold Diamond 18 K Ring,49443.0,36931.0,BlueStone The Masterstroke White Gold Diamond 18 K Ring,49434,40753
10129,DailyObjects Back Cover for Apple iPad 2/3/4,1999.0,1685.0,DailyObjects Back Cover for Apple iPad 2/3/4,1998,2152
10130,Karatcraft Vi̱a Yellow Gold Diamond 18 K Ring,37935.0,26448.0,Karatcraft Vi̱a Yellow Gold Diamond 18 K Ring,37925,30772
10131,Diti Jewellery Platinum Ring,34300.0,25725.0,Diti Jewellery Platinum Ring,34289,31819
10132,Karatcraft Intima Yellow Gold Diamond 18 K Ring,37671.0,27662.0,Karatcraft Intima Yellow Gold Diamond 18 K Ring,37663,32387
10133,Enthopia Back Cover for iPad,2895.0,1499.0,Enthopia Back Cover for iPad,2894,1766
10134,Karatcraft Cadena Yellow Gold Diamond 18 K Ring,41874.0,31760.0,Karatcraft Cadena Yellow Gold Diamond 18 K Ring,41854,35845
10135,DailyObjects Back Cover for Apple iPad 2/3/4,1999.0,1685.0,DailyObjects Back Cover for Apple iPad 2/3/4,1991,1950
10136,Karatcraft Civita Gold Diamond 18 K Ring,38141.0,27243.0,Karatcraft Civita Gold Diamond 18 K Ring,38135,34567
10137,"DailyObjects Back Cover for Apple iPad 2, 3, 4",1999.0,1685.0,"DailyObjects Back Cover for Apple iPad 2, 3, 4",1995,2130
